,summary,config,name
118,"{'_wandb': {'runtime': 64}, 'avg_step_time': 2.0260746637980143, 'cuda_max_memory': 26224381440, 'total_train_time': 60.78223991394043}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",faithful-sweep-122
119,"{'total_train_time': 79.3435230255127, '_wandb': {'runtime': 82}, 'avg_step_time': 2.644784100850423, 'cuda_max_memory': 30315705856}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",glamorous-sweep-121
120,"{'total_train_time': 72.28651523590088, '_wandb': {'runtime': 77}, 'avg_step_time': 2.409550507863363, 'cuda_max_memory': 45981344768}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",zesty-sweep-120
121,"{'_wandb': {'runtime': 8}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",smooth-sweep-119
122,"{'_wandb': {'runtime': 8}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",laced-sweep-118
123,"{'cuda_max_memory': 51847938560, 'total_train_time': 747.0608899593353, '_wandb': {'runtime': 752}, 'avg_step_time': 24.90202966531118}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",rose-sweep-117
124,"{'_wandb': {'runtime': 87}, 'avg_step_time': 2.727281085650126, 'cuda_max_memory': 53701865472, 'total_train_time': 81.81843256950378}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",fallen-sweep-116
125,"{'total_train_time': 22.678688287734985, '_wandb': {'runtime': 26}, 'avg_step_time': 0.7559562762578328, 'cuda_max_memory': 16119073792}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",good-sweep-115
126,"{'_wandb': {'runtime': 7}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",giddy-sweep-114
127,"{'_wandb': {'runtime': 29}, 'avg_step_time': 0.8368144750595092, 'cuda_max_memory': 34106969600, 'total_train_time': 25.10443425178528}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",honest-sweep-113
128,"{'avg_step_time': 6.465912826855978, 'cuda_max_memory': 17781233152, 'total_train_time': 193.97738480567932, '_wandb': {'runtime': 197}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",lively-sweep-112
129,"{'cuda_max_memory': 18956491264, 'total_train_time': 25.570676565170288, '_wandb': {'runtime': 29}, 'avg_step_time': 0.8523558855056763}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",hopeful-sweep-111
130,"{'_wandb': {'runtime': 12}, 'avg_step_time': 0.3064258893330892, 'cuda_max_memory': 6771798528, 'total_train_time': 9.192776679992676}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",northern-sweep-110
131,"{'_wandb': {'runtime': 6}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",serene-sweep-109
132,"{'total_train_time': 10.201257705688477, '_wandb': {'runtime': 13}, 'avg_step_time': 0.3400419235229492, 'cuda_max_memory': 14373918208}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",major-sweep-108
133,"{'avg_step_time': 1.3673137505849202, 'cuda_max_memory': 7218186752, 'total_train_time': 41.01941251754761, '_wandb': {'runtime': 44}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",dutiful-sweep-107
134,"{'_wandb': {'runtime': 13}, 'avg_step_time': 0.34215602874755857, 'cuda_max_memory': 7965523456, 'total_train_time': 10.264680862426758}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",vague-sweep-106
135,"{'_wandb': {'runtime': 87}, 'avg_step_time': 2.7476212978363037, 'cuda_max_memory': 46949280768, 'total_train_time': 82.42863893508911}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",dainty-sweep-105
136,"{'_wandb': {'runtime': 9}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",charmed-sweep-104
137,"{'cuda_max_memory': -1, '_wandb': {'runtime': 8}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",astral-sweep-103
138,"{'_wandb': {'runtime': 751}, 'avg_step_time': 24.866132164001463, 'cuda_max_memory': 51847938560, 'total_train_time': 745.983964920044}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",golden-sweep-102
139,"{'_wandb': {'runtime': 107}, 'avg_step_time': 3.4079367240269978, 'cuda_max_memory': 53701865472, 'total_train_time': 102.23810172080994}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",visionary-sweep-101
140,"{'_wandb': {'runtime': 29}, 'avg_step_time': 0.8526290893554688, 'cuda_max_memory': 16521644032, 'total_train_time': 25.578872680664062}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",dandy-sweep-100
141,"{'cuda_max_memory': -1, '_wandb': {'runtime': 7}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",chocolate-sweep-99
142,"{'avg_step_time': 0.9423643589019776, 'cuda_max_memory': 34342144512, 'total_train_time': 28.27093076705933, '_wandb': {'runtime': 31}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",solar-sweep-98
143,"{'_wandb': {'runtime': 197}, 'avg_step_time': 6.457967233657837, 'cuda_max_memory': 17781233152, 'total_train_time': 193.7390170097351}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",comfy-sweep-97
144,"{'_wandb': {'runtime': 35}, 'avg_step_time': 1.0435880184173585, 'cuda_max_memory': 18956491264, 'total_train_time': 31.307640552520752}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",swept-sweep-96
145,"{'_wandb': {'runtime': 13}, 'avg_step_time': 0.33825918833414714, 'cuda_max_memory': 6946841600, 'total_train_time': 10.147775650024414}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",spring-sweep-95
146,"{'_wandb': {'runtime': 6}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",cosmic-sweep-94
147,"{'cuda_max_memory': 14444434944, 'total_train_time': 11.185522079467772, '_wandb': {'runtime': 14}, 'avg_step_time': 0.3728507359822591}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",still-sweep-93
148,"{'cuda_max_memory': 7218186752, 'total_train_time': 40.81881523132324, '_wandb': {'runtime': 44}, 'avg_step_time': 1.3606271743774414}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",toasty-sweep-92
149,"{'_wandb': {'runtime': 15}, 'avg_step_time': 0.40622953573862713, 'cuda_max_memory': 7965523456, 'total_train_time': 12.186886072158812}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",tough-sweep-91
150,"{'_wandb': {'runtime': 120}, 'avg_step_time': 3.8311149438222247, 'cuda_max_memory': 46948297728, 'total_train_time': 114.93344831466676}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",playful-sweep-90
151,"{'_wandb': {'runtime': 9}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",lucky-sweep-89
152,"{'_wandb': {'runtime': 8}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",exalted-sweep-88
153,"{'_wandb': {'runtime': 752}, 'avg_step_time': 24.903998963038127, 'cuda_max_memory': 51847938560, 'total_train_time': 747.1199688911438}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",lilac-sweep-87
154,"{'_wandb': {'runtime': 129}, 'avg_step_time': 4.122211694717407, 'cuda_max_memory': 53701865472, 'total_train_time': 123.66635084152222}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",efficient-sweep-86
155,"{'_wandb': {'runtime': 39}, 'avg_step_time': 1.1990976413091023, 'cuda_max_memory': 16521644032, 'total_train_time': 35.97292923927307}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",peachy-sweep-85
156,"{'_wandb': {'runtime': 7}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",golden-sweep-84
157,"{'_wandb': {'runtime': 43}, 'avg_step_time': 1.3314563194910685, 'cuda_max_memory': 34342144512, 'total_train_time': 39.943689584732056}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 128, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",iconic-sweep-83
